       sample #	   MLII
           2129	    944
           2130	    946
           2131	    948
           2132	    948
           2133	    947
           2134	    943
           2135	    945
           2136	    944
           2137	    946
           2138	    944
           2139	    943
           2140	    939
           2141	    940
           2142	    943
           2143	    944
           2144	    943
           2145	    943
           2146	    941
           2147	    944
           2148	    946
           2149	    948
           2150	    947
           2151	    945
           2152	    943
           2153	    946
           2154	    950
           2155	    950
           2156	    950
           2157	    947
           2158	    950
           2159	    953
           2160	    955
           2161	    956
           2162	    957
           2163	    956
           2164	    953
           2165	    957
           2166	    959
           2167	    962
           2168	    963
           2169	    963
           2170	    960
           2171	    961
           2172	    962
           2173	    963
           2174	    963
           2175	    958
           2176	    959
           2177	    955
           2178	    959
           2179	    961
           2180	    961
           2181	    963
           2182	    962
           2183	    962
           2184	    964
           2185	    963
           2186	    963
           2187	    961
           2188	    960
           2189	    959
           2190	    961
           2191	    963
           2192	    961
           2193	    959
           2194	    959
           2195	    958
           2196	    961
           2197	    961
           2198	    962
           2199	    958
           2200	    956
           2201	    957
           2202	    958
           2203	    955
           2204	    953
           2205	    951
           2206	    950
           2207	    955
           2208	    956
           2209	    956
           2210	    955
           2211	    952
           2212	    951
           2213	    952
           2214	    952
           2215	    955
           2216	    953
           2217	    951
           2218	    954
           2219	    952
           2220	    954
           2221	    956
           2222	    955
           2223	    953
           2224	    950
           2225	    954
           2226	    954
           2227	    954
           2228	    955
           2229	    954
           2230	    953
           2231	    952
           2232	    955
           2233	    953
           2234	    954
           2235	    952
           2236	    950
           2237	    953
           2238	    953
           2239	    954
           2240	    953
           2241	    952
           2242	    946
           2243	    947
           2244	    952
           2245	    952
           2246	    950
           2247	    950
           2248	    946
           2249	    949
           2250	    950
           2251	    954
           2252	    956
           2253	    955
           2254	    952
           2255	    952
           2256	    954
           2257	    954
           2258	    957
           2259	    952
           2260	    951
           2261	    951
           2262	    952
           2263	    952
           2264	    951
           2265	    949
           2266	    947
           2267	    947
           2268	    951
           2269	    950
           2270	    949
           2271	    950
           2272	    949
           2273	    951
           2274	    953
           2275	    953
           2276	    952
           2277	    951
           2278	    950
           2279	    952
           2280	    954
           2281	    956
           2282	    955
           2283	    956
           2284	    954
           2285	    955
           2286	    954
           2287	    952
           2288	    954
           2289	    952
           2290	    950
           2291	    952
           2292	    952
           2293	    953
           2294	    952
           2295	    949
           2296	    949
           2297	    950
           2298	    954
           2299	    953
           2300	    952
           2301	    951
           2302	    949
           2303	    950
           2304	    951
           2305	    952
           2306	    953
           2307	    952
           2308	    952
           2309	    954
           2310	    956
           2311	    955
           2312	    955
           2313	    953
           2314	    952
           2315	    952
           2316	    951
           2317	    955
           2318	    953
           2319	    954
           2320	    952
           2321	    953
           2322	    952
           2323	    955
           2324	    957
           2325	    958
           2326	    958
           2327	    962
           2328	    963
           2329	    964
           2330	    963
           2331	    965
           2332	    963
           2333	    967
           2334	    969
           2335	    971
           2336	    973
           2337	    973
           2338	    972
           2339	    971
           2340	    973
           2341	    973
           2342	    972
           2343	    968
           2344	    966
           2345	    968
           2346	    970
           2347	    973
           2348	    969
           2349	    966
           2350	    960
           2351	    964
           2352	    965
           2353	    970
           2354	    971
           2355	    970
           2356	    967
           2357	    964
           2358	    962
           2359	    961
           2360	    960
           2361	    954
           2362	    950
           2363	    951
           2364	    951
           2365	    951
           2366	    950
           2367	    950
           2368	    950
           2369	    948
           2370	    952
           2371	    949
           2372	    949
           2373	    944
           2374	    940
           2375	    943
           2376	    944
           2377	    947
           2378	    948
           2379	    944
           2380	    941
           2381	    943
           2382	    945
           2383	    945
           2384	    945
           2385	    942
           2386	    938
           2387	    936
           2388	    933
           2389	    926
           2390	    927
           2391	    920
           2392	    910
           2393	    909
           2394	    919
           2395	    940
           2396	    963
           2397	    986
           2398	   1020
           2399	   1068
           2400	   1121
           2401	   1167
           2402	   1193
           2403	   1201
           2404	   1182
           2405	   1136
           2406	   1069
           2407	   1010
           2408	    967
           2409	    939
           2410	    924
           2411	    914
           2412	    917
           2413	    924
           2414	    931
           2415	    934
           2416	    934
           2417	    937
           2418	    940
           2419	    942
           2420	    942
           2421	    941
           2422	    940
           2423	    939
           2424	    940
           2425	    938
           2426	    938
           2427	    936
           2428	    934
           2429	    934
           2430	    938
           2431	    938
           2432	    938
           2433	    935
           2434	    935
           2435	    936
           2436	    939
           2437	    938
           2438	    938
           2439	    939
           2440	    935
           2441	    935
           2442	    938
           2443	    937
           2444	    937
           2445	    935
           2446	    935
           2447	    937
           2448	    938
           2449	    939
           2450	    938
           2451	    938
           2452	    936
           2453	    940
           2454	    938
           2455	    939
           2456	    938
           2457	    936
           2458	    936
           2459	    938
           2460	    938
           2461	    941
           2462	    939
           2463	    938
           2464	    933
           2465	    935
           2466	    935
           2467	    938
           2468	    938
           2469	    936
           2470	    936
           2471	    937
           2472	    938
           2473	    941
           2474	    941
           2475	    939
           2476	    939
           2477	    940
           2478	    943
           2479	    943
           2480	    941
           2481	    941
           2482	    939
           2483	    938
           2484	    943
           2485	    943
           2486	    943
           2487	    943
           2488	    938
           2489	    941
           2490	    942
           2491	    941
           2492	    938
           2493	    935
           2494	    931
           2495	    932
           2496	    934
           2497	    933
           2498	    932
           2499	    931
           2500	    927
           2501	    925
           2502	    929
           2503	    926
           2504	    924
           2505	    925
           2506	    921
           2507	    924
           2508	    927
           2509	    926
           2510	    927
           2511	    924
           2512	    924
           2513	    926
           2514	    928
           2515	    932
           2516	    932
           2517	    930
           2518	    931
           2519	    936
           2520	    938
           2521	    939
           2522	    942
           2523	    942
           2524	    944
           2525	    946
           2526	    948
           2527	    953
           2528	    954
           2529	    953
           2530	    954
           2531	    956
           2532	    958
           2533	    959
           2534	    963
           2535	    960
           2536	    961
           2537	    963
           2538	    964
           2539	    963
           2540	    963
           2541	    962
           2542	    958
           2543	    962
           2544	    961
           2545	    961
           2546	    960
           2547	    959
           2548	    959
           2549	    959
           2550	    962
           2551	    962
           2552	    961
           2553	    959
           2554	    958
           2555	    959
           2556	    959
           2557	    961
           2558	    960
           2559	    958
           2560	    957
           2561	    958
           2562	    961
           2563	    960
           2564	    960
           2565	    957
           2566	    957
           2567	    959
           2568	    959
           2569	    960
           2570	    960
           2571	    959
           2572	    954
           2573	    955
           2574	    955
           2575	    957
           2576	    955
           2577	    953
           2578	    953
           2579	    953
           2580	    955
           2581	    957
           2582	    957
           2583	    955
           2584	    953
           2585	    956
           2586	    957
           2587	    958
           2588	    957
           2589	    955
           2590	    954
           2591	    954
           2592	    956
           2593	    957
           2594	    958
           2595	    952
           2596	    953
           2597	    955
           2598	    957
           2599	    955
           2600	    954
           2601	    952
           2602	    948
           2603	    950
           2604	    955
           2605	    955
           2606	    954
           2607	    953
           2608	    951
           2609	    952
           2610	    955
           2611	    955
           2612	    954
           2613	    952
           2614	    952
           2615	    954
           2616	    953
           2617	    956
           2618	    955
           2619	    953
           2620	    953
           2621	    953
           2622	    956
           2623	    956
           2624	    955
           2625	    951
           2626	    950
           2627	    954
           2628	    958
           2629	    960
           2630	    961
           2631	    965
           2632	    963
           2633	    965
           2634	    964
           2635	    967
           2636	    969
           2637	    972
           2638	    969
           2639	    971
           2640	    972
           2641	    974
           2642	    975
           2643	    973
           2644	    971
           2645	    972
           2646	    972
           2647	    974
           2648	    972
           2649	    968
           2650	    968
           2651	    969
           2652	    967
           2653	    968
           2654	    973
           2655	    975
           2656	    975
           2657	    972
           2658	    967
           2659	    966
           2660	    964
           2661	    960
           2662	    957
           2663	    953
           2664	    954
           2665	    953
           2666	    953
           2667	    949
           2668	    947
           2669	    948
           2670	    952
           2671	    954
           2672	    952
           2673	    951
           2674	    950
           2675	    950
           2676	    951
           2677	    952
           2678	    951
           2679	    950
           2680	    947
           2681	    947
           2682	    951
           2683	    952
           2684	    948
           2685	    947
           2686	    945
           2687	    945
           2688	    947
           2689	    948
           2690	    945
           2691	    939
           2692	    931
           2693	    924
           2694	    921
           2695	    918
           2696	    912
           2697	    907
           2698	    918
           2699	    942
           2700	    973
           2701	   1003
           2702	   1045
           2703	   1095
           2704	   1144
           2705	   1186
           2706	   1202
           2707	   1190
           2708	   1140
           2709	   1061
           2710	    983
           2711	    934
           2712	    919
           2713	    925
           2714	    931
           2715	    937
           2716	    941
           2717	    941
           2718	    941
           2719	    944
           2720	    945
           2721	    943
           2722	    939
           2723	    937
           2724	    941
           2725	    941
           2726	    941
           2727	    941
           2728	    938
           2729	    940
           2730	    942
           2731	    943
           2732	    940
           2733	    942
           2734	    940
           2735	    944
           2736	    945
           2737	    947
           2738	    944
           2739	    944
           2740	    944
           2741	    944
           2742	    945
           2743	    944
           2744	    944
           2745	    944
           2746	    942
           2747	    945
           2748	    942
           2749	    944
           2750	    945
           2751	    943
           2752	    942
           2753	    941
           2754	    943
           2755	    944
           2756	    945
           2757	    943
           2758	    941
           2759	    943
           2760	    941
           2761	    942
           2762	    943
           2763	    943
           2764	    942
           2765	    943
           2766	    944
           2767	    945
           2768	    943
           2769	    943
           2770	    944
           2771	    945
           2772	    946
           2773	    945
           2774	    946
           2775	    945
           2776	    940
           2777	    941
           2778	    943
           2779	    944
           2780	    944
           2781	    941
           2782	    940
           2783	    942
           2784	    945
           2785	    944
           2786	    943
           2787	    941
           2788	    937
           2789	    941
           2790	    941
           2791	    944
           2792	    943
           2793	    940
           2794	    938
           2795	    939
           2796	    942
           2797	    942
           2798	    943
           2799	    941
           2800	    939
           2801	    939
           2802	    940
           2803	    942
           2804	    942
           2805	    940
           2806	    938
           2807	    939
           2808	    940
           2809	    943
           2810	    941
           2811	    942
           2812	    942
           2813	    947
           2814	    950
           2815	    952
           2816	    954
           2817	    954
           2818	    954
           2819	    957
           2820	    960
           2821	    963
           2822	    961
           2823	    961
           2824	    960
           2825	    963
           2826	    963
           2827	    965
           2828	    966
           2829	    965
           2830	    965
           2831	    967
           2832	    967
           2833	    970
           2834	    968
           2835	    968
           2836	    965
           2837	    968
           2838	    967
           2839	    969
           2840	    967
           2841	    965
           2842	    963
           2843	    965
           2844	    967
           2845	    967
           2846	    966
           2847	    964
           2848	    962
           2849	    965
           2850	    964
           2851	    966
           2852	    967
           2853	    963
           2854	    962
           2855	    964
           2856	    965
           2857	    963
           2858	    964
           2859	    963
           2860	    960
           2861	    960
           2862	    962
           2863	    964
           2864	    962
           2865	    960
           2866	    956
           2867	    958
           2868	    962
           2869	    961
           2870	    959
           2871	    959
           2872	    955
           2873	    958
           2874	    960
           2875	    960
           2876	    957
           2877	    957
           2878	    953
           2879	    956
           2880	    960
           2881	    961
           2882	    958
           2883	    956
           2884	    956
           2885	    954
           2886	    958
           2887	    958
           2888	    956
           2889	    954
           2890	    953
           2891	    955
           2892	    957
           2893	    957
           2894	    956
           2895	    956
           2896	    955
           2897	    957
           2898	    957
           2899	    959
           2900	    959
           2901	    957
           2902	    956
           2903	    956
           2904	    960
           2905	    961
           2906	    960
           2907	    957
           2908	    957
           2909	    960
           2910	    959
           2911	    961
           2912	    960
           2913	    960
           2914	    955
           2915	    957
           2916	    960
           2917	    962
           2918	    960
           2919	    960
           2920	    956
           2921	    958
           2922	    960
           2923	    962
           2924	    962
           2925	    962
           2926	    965
           2927	    968
           2928	    973
           2929	    974
           2930	    974
           2931	    973
           2932	    972
           2933	    976
           2934	    980
           2935	    978
           2936	    978
           2937	    981
           2938	    980
           2939	    979
           2940	    978
           2941	    978
           2942	    977
           2943	    975
           2944	    973
           2945	    976
           2946	    977
           2947	    975
           2948	    977
           2949	    978
           2950	    980
           2951	    985
           2952	    980
           2953	    975
           2954	    972
           2955	    970
           2956	    966
           2957	    964
           2958	    963
           2959	    963
           2960	    960
           2961	    958
           2962	    954
           2963	    954
           2964	    957
           2965	    957
           2966	    957
           2967	    956
           2968	    954
           2969	    954
           2970	    955
           2971	    957
           2972	    955
           2973	    953
           2974	    950
           2975	    954
           2976	    955
           2977	    957
           2978	    957
           2979	    957
           2980	    953
           2981	    953
           2982	    955
           2983	    953
           2984	    945
           2985	    934
           2986	    928
           2987	    923
           2988	    919
           2989	    915
           2990	    924
           2991	    945
           2992	    973
           2993	   1010
           2994	   1053
           2995	   1109
           2996	   1161
           2997	   1199
           2998	   1209
           2999	   1183
           3000	   1118
           3001	   1028
           3002	    959
           3003	    930
           3004	    927
           3005	    942
           3006	    951
           3007	    953
           3008	    951
           3009	    948
           3010	    947
           3011	    948
           3012	    950
           3013	    950
           3014	    949
           3015	    947
           3016	    945
           3017	    947
           3018	    948
           3019	    947
           3020	    949
           3021	    946
           3022	    943
           3023	    943
           3024	    946
           3025	    947
           3026	    947
           3027	    946
           3028	    942
           3029	    944
           3030	    946
           3031	    947
           3032	    947
           3033	    945
           3034	    946
           3035	    945
           3036	    948
           3037	    949
           3038	    948
           3039	    947
           3040	    944
           3041	    947
           3042	    948
           3043	    949
           3044	    948
           3045	    945
           3046	    945
           3047	    947
           3048	    949
           3049	    950
           3050	    951
           3051	    947
           3052	    945
           3053	    947
           3054	    947
           3055	    950
           3056	    949
           3057	    950
           3058	    949
           3059	    949
           3060	    950
           3061	    953
           3062	    951
           3063	    948
           3064	    949
           3065	    950
           3066	    948
           3067	    951
           3068	    950
           3069	    949
           3070	    946
           3071	    948
           3072	    949
           3073	    948
           3074	    950
           3075	    949
           3076	    948
           3077	    947
           3078	    947
           3079	    950
           3080	    949
           3081	    949
           3082	    948
           3083	    948
           3084	    948
           3085	    948
           3086	    949
           3087	    946
           3088	    945
           3089	    947
           3090	    947
           3091	    949
           3092	    949
           3093	    947
           3094	    947
           3095	    946
           3096	    950
           3097	    951
           3098	    951
           3099	    949
           3100	    947
           3101	    954
           3102	    955
           3103	    959
           3104	    959
           3105	    958
           3106	    959
           3107	    959
           3108	    961
           3109	    961
           3110	    961
           3111	    964
           3112	    964
           3113	    967
           3114	    970
           3115	    971
           3116	    972
           3117	    969
           3118	    967
           3119	    971
           3120	    973
           3121	    974
           3122	    970
           3123	    968
           3124	    967
           3125	    967
           3126	    968
           3127	    970
           3128	    970
           3129	    970
           3130	    967
           3131	    968
           3132	    969
           3133	    970
           3134	    971
           3135	    969
           3136	    966
           3137	    967
           3138	    967
           3139	    969
           3140	    970
           3141	    968
           3142	    965
           3143	    968
           3144	    970
           3145	    970
           3146	    969
           3147	    967
           3148	    964
           3149	    965
           3150	    966
           3151	    965
           3152	    964
           3153	    966
           3154	    963
           3155	    965
           3156	    966
           3157	    965
           3158	    966
           3159	    962
           3160	    960
           3161	    961
           3162	    961
           3163	    964
           3164	    963
           3165	    961
           3166	    958
           3167	    960
           3168	    963
           3169	    961
           3170	    963
           3171	    961
           3172	    959
           3173	    962
           3174	    965
           3175	    964
           3176	    963
           3177	    962
           3178	    959
           3179	    961
           3180	    961
           3181	    963
           3182	    963
           3183	    959
           3184	    960
           3185	    960
           3186	    962
           3187	    963
           3188	    960
           3189	    960
           3190	    960
           3191	    962
           3192	    963
           3193	    966
           3194	    967
           3195	    966
           3196	    963
           3197	    962
           3198	    964
           3199	    964
           3200	    962
           3201	    961
           3202	    961
           3203	    962
           3204	    965
           3205	    964
           3206	    965
           3207	    961
           3208	    962
           3209	    966
           3210	    971
           3211	    976
           3212	    973
           3213	    976
           3214	    974
           3215	    979
           3216	    979
           3217	    981
           3218	    982
           3219	    984
           3220	    985
           3221	    985
           3222	    988
           3223	    989
           3224	    988
           3225	    983
           3226	    981
           3227	    982
           3228	    982
           3229	    982
           3230	    982
           3231	    981
           3232	    979
           3233	    982
           3234	    988
           3235	    990
           3236	    987
           3237	    976
           3238	    973
           3239	    973
           3240	    970
           3241	    969
           3242	    967
           3243	    964
           3244	    964
           3245	    961
           3246	    963
           3247	    964
           3248	    965
           3249	    964
           3250	    961
           3251	    962
           3252	    962
           3253	    964
           3254	    964
           3255	    963
           3256	    961
           3257	    959
           3258	    960
           3259	    960
           3260	    960
           3261	    959
           3262	    956
           3263	    957
           3264	    959
           3265	    961
           3266	    960
           3267	    955
           3268	    950
           3269	    945
           3270	    939
           3271	    935
           3272	    931
           3273	    922
           3274	    918
           3275	    927
           3276	    950
           3277	    977
           3278	   1006
           3279	   1045
           3280	   1099
           3281	   1155
           3282	   1188
           3283	   1197
           3284	   1171
           3285	   1114
           3286	   1036
           3287	    970
           3288	    938
           3289	    932
           3290	    941
           3291	    947
           3292	    951
           3293	    953
           3294	    953
           3295	    955
           3296	    954
           3297	    954
           3298	    952
           3299	    955
           3300	    956
           3301	    956
           3302	    957
           3303	    957
           3304	    953
           3305	    955
           3306	    956
           3307	    957
           3308	    956
           3309	    954
           3310	    951
           3311	    952
           3312	    951
           3313	    954
           3314	    955
           3315	    951
           3316	    952
           3317	    954
           3318	    953
           3319	    954
           3320	    953
           3321	    954
           3322	    952
           3323	    957
           3324	    957
           3325	    958
           3326	    956
           3327	    954
           3328	    954
           3329	    955
           3330	    957
           3331	    955
           3332	    953
           3333	    953
           3334	    950
           3335	    953
           3336	    954
           3337	    955
           3338	    951
           3339	    951
           3340	    950
           3341	    951
           3342	    953
           3343	    955
           3344	    955
           3345	    955
           3346	    956
           3347	    957
           3348	    959
           3349	    957
           3350	    955
           3351	    954
           3352	    954
           3353	    953
           3354	    953
           3355	    952
           3356	    954
           3357	    952
           3358	    951
           3359	    955
           3360	    955
           3361	    958
           3362	    954
           3363	    955
           3364	    953
           3365	    954
           3366	    956
           3367	    957
           3368	    954
           3369	    951
           3370	    948
           3371	    947
           3372	    953
           3373	    952
           3374	    953
           3375	    950
           3376	    947
           3377	    950
           3378	    950
           3379	    954
           3380	    955
           3381	    951
           3382	    951
           3383	    952
           3384	    955
           3385	    958
           3386	    958
           3387	    958
           3388	    957
           3389	    961
           3390	    962
           3391	    967
           3392	    966
           3393	    966
           3394	    964
           3395	    968
           3396	    969
           3397	    972
           3398	    972
           3399	    970
           3400	    971
           3401	    973
           3402	    974
           3403	    975
           3404	    975
           3405	    973
           3406	    971
           3407	    972
           3408	    973
           3409	    976
           3410	    974
           3411	    973
           3412	    969
           3413	    969
           3414	    971
           3415	    970
           3416	    969
           3417	    968
           3418	    966
           3419	    968
           3420	    969
           3421	    970
           3422	    970
           3423	    968
           3424	    966
           3425	    968
           3426	    967
           3427	    969
           3428	    966
           3429	    968
           3430	    966
           3431	    968
           3432	    967
           3433	    969
           3434	    968
           3435	    965
           3436	    963
           3437	    964
           3438	    964
           3439	    963
           3440	    961
           3441	    960
           3442	    962
           3443	    962
           3444	    964
           3445	    962
           3446	    962
           3447	    960
           3448	    959
           3449	    962
           3450	    960
           3451	    962
           3452	    962
           3453	    961
           3454	    959
           3455	    961
           3456	    963
           3457	    961
           3458	    962
           3459	    960
           3460	    959
           3461	    959
           3462	    960
           3463	    963
           3464	    963
           3465	    964
           3466	    961
           3467	    964
           3468	    962
           3469	    961
           3470	    963
           3471	    962
           3472	    960
           3473	    962
           3474	    964
           3475	    965
           3476	    964
           3477	    961
           3478	    959
           3479	    959
           3480	    963
           3481	    962
           3482	    966
           3483	    961
           3484	    959
           3485	    960
           3486	    966
           3487	    968
           3488	    972
           3489	    972
           3490	    971
           3491	    972
           3492	    974
           3493	    978
           3494	    980
           3495	    980
           3496	    977
           3497	    980
           3498	    983
           3499	    983
           3500	    982
           3501	    982
           3502	    978
           3503	    976
           3504	    978
           3505	    979
           3506	    977
           3507	    974
           3508	    971
           3509	    972
           3510	    975
           3511	    981
           3512	    981
           3513	    975
           3514	    968
           3515	    969
           3516	    969
           3517	    965
           3518	    962
           3519	    959
           3520	    956
           3521	    956
           3522	    959
           3523	    961
           3524	    962
           3525	    961
           3526	    958
           3527	    958
           3528	    959
           3529	    959
           3530	    957
           3531	    955
           3532	    954
           3533	    954
           3534	    954
           3535	    955
           3536	    954
           3537	    951
           3538	    952
           3539	    954
           3540	    953
           3541	    955
           3542	    955
           3543	    954
           3544	    951
           3545	    948
           3546	    943
           3547	    939
           3548	    936
           3549	    930
           3550	    920
           3551	    916
           3552	    926
           3553	    946
           3554	    972
           3555	   1001
           3556	   1041
           3557	   1096
           3558	   1147
           3559	   1180
           3560	   1191
           3561	   1168
           3562	   1106
           3563	   1030
           3564	    973
           3565	    941
           3566	    930
           3567	    931
           3568	    937
           3569	    945
           3570	    949
           3571	    950
           3572	    949
           3573	    949
           3574	    946
           3575	    944
           3576	    948
           3577	    947
           3578	    947
           3579	    947
           3580	    947
           3581	    950
           3582	    950
           3583	    952
           3584	    948
           3585	    948
           3586	    947
           3587	    950
           3588	    950
           3589	    951
           3590	    949
           3591	    947
           3592	    946
           3593	    946
           3594	    947
           3595	    947
           3596	    945
           3597	    946
           3598	    944
           3599	    943
