       sample #	   MLII
           6264	    904
           6265	    901
           6266	    901
           6267	    903
           6268	    904
           6269	    907
           6270	    907
           6271	    906
           6272	    906
           6273	    906
           6274	    908
           6275	    909
           6276	    911
           6277	    912
           6278	    911
           6279	    912
           6280	    914
           6281	    920
           6282	    921
           6283	    919
           6284	    919
           6285	    922
           6286	    927
           6287	    931
           6288	    934
           6289	    935
           6290	    936
           6291	    938
           6292	    944
           6293	    947
           6294	    948
           6295	    951
           6296	    956
           6297	    959
           6298	    963
           6299	    969
           6300	    971
           6301	    975
           6302	    977
           6303	    980
           6304	    987
           6305	    990
           6306	    991
           6307	    993
           6308	    994
           6309	    996
           6310	    999
           6311	   1004
           6312	   1005
           6313	   1007
           6314	   1008
           6315	   1007
           6316	   1010
           6317	   1013
           6318	   1015
           6319	   1014
           6320	   1013
           6321	   1009
           6322	   1011
           6323	   1010
           6324	   1008
           6325	   1005
           6326	   1000
           6327	    996
           6328	    996
           6329	    993
           6330	    990
           6331	    983
           6332	    977
           6333	    972
           6334	    969
           6335	    964
           6336	    961
           6337	    955
           6338	    952
           6339	    948
           6340	    945
           6341	    947
           6342	    941
           6343	    939
           6344	    936
           6345	    933
           6346	    934
           6347	    936
           6348	    933
           6349	    931
           6350	    929
           6351	    928
           6352	    930
           6353	    930
           6354	    929
           6355	    928
           6356	    927
           6357	    927
           6358	    930
           6359	    930
           6360	    930
           6361	    929
           6362	    927
           6363	    928
           6364	    929
           6365	    931
           6366	    932
           6367	    931
           6368	    928
           6369	    927
           6370	    930
           6371	    933
           6372	    935
           6373	    933
           6374	    931
           6375	    932
           6376	    933
           6377	    937
           6378	    936
           6379	    936
           6380	    934
           6381	    934
           6382	    936
           6383	    936
           6384	    936
           6385	    934
           6386	    935
           6387	    935
           6388	    938
           6389	    938
           6390	    940
           6391	    939
           6392	    939
           6393	    937
           6394	    940
           6395	    939
           6396	    938
           6397	    937
           6398	    937
           6399	    936
           6400	    937
           6401	    940
           6402	    941
           6403	    937
           6404	    936
           6405	    935
           6406	    935
           6407	    935
           6408	    935
           6409	    935
           6410	    932
           6411	    930
           6412	    932
           6413	    933
           6414	    932
           6415	    931
           6416	    929
           6417	    928
           6418	    931
           6419	    932
           6420	    930
           6421	    928
           6422	    928
           6423	    925
           6424	    928
           6425	    929
           6426	    929
           6427	    925
           6428	    925
           6429	    923
           6430	    923
           6431	    924
           6432	    924
           6433	    923
           6434	    922
           6435	    923
           6436	    924
           6437	    924
           6438	    927
           6439	    923
           6440	    920
           6441	    919
           6442	    922
           6443	    923
           6444	    922
           6445	    922
           6446	    919
           6447	    918
           6448	    920
           6449	    922
           6450	    923
           6451	    923
           6452	    921
           6453	    921
           6454	    923
           6455	    921
           6456	    922
           6457	    921
           6458	    921
           6459	    919
           6460	    923
           6461	    926
           6462	    924
           6463	    923
           6464	    924
           6465	    922
           6466	    924
           6467	    926
           6468	    929
           6469	    930
           6470	    928
           6471	    929
           6472	    933
           6473	    937
           6474	    936
           6475	    939
           6476	    940
           6477	    937
           6478	    941
           6479	    944
           6480	    943
           6481	    946
           6482	    946
           6483	    946
           6484	    946
           6485	    946
           6486	    947
           6487	    947
           6488	    946
           6489	    943
           6490	    945
           6491	    945
           6492	    942
           6493	    940
           6494	    937
           6495	    936
           6496	    936
           6497	    942
           6498	    943
           6499	    945
           6500	    941
           6501	    941
           6502	    937
           6503	    937
           6504	    935
           6505	    932
           6506	    928
           6507	    923
           6508	    923
           6509	    924
           6510	    923
           6511	    924
           6512	    920
           6513	    918
           6514	    918
           6515	    919
           6516	    919
           6517	    916
           6518	    915
           6519	    914
           6520	    917
           6521	    918
           6522	    918
           6523	    918
           6524	    916
           6525	    915
           6526	    915
           6527	    919
           6528	    918
           6529	    917
           6530	    917
           6531	    915
           6532	    919
           6533	    921
           6534	    921
           6535	    919
           6536	    914
           6537	    914
           6538	    909
           6539	    904
           6540	    896
           6541	    888
           6542	    891
           6543	    902
           6544	    916
           6545	    932
           6546	    965
           6547	   1017
           6548	   1084
           6549	   1150
           6550	   1211
           6551	   1270
           6552	   1320
           6553	   1349
           6554	   1357
           6555	   1333
           6556	   1268
           6557	   1174
           6558	   1072
           6559	    990
           6560	    936
           6561	    906
           6562	    897
           6563	    903
           6564	    911
           6565	    927
           6566	    940
           6567	    940
           6568	    937
           6569	    935
           6570	    933
           6571	    930
           6572	    925
           6573	    923
           6574	    927
           6575	    926
           6576	    925
           6577	    921
           6578	    916
           6579	    917
           6580	    917
           6581	    918
           6582	    918
           6583	    917
           6584	    915
           6585	    912
           6586	    915
           6587	    916
           6588	    916
           6589	    914
           6590	    914
           6591	    910
           6592	    914
           6593	    916
           6594	    917
           6595	    914
           6596	    916
           6597	    915
           6598	    916
           6599	    919
           6600	    919
           6601	    918
           6602	    916
           6603	    916
           6604	    918
           6605	    924
           6606	    923
           6607	    921
           6608	    921
           6609	    922
           6610	    923
           6611	    926
           6612	    925
           6613	    926
           6614	    925
           6615	    926
           6616	    928
           6617	    932
           6618	    933
           6619	    936
           6620	    936
           6621	    935
           6622	    938
           6623	    944
           6624	    945
           6625	    947
           6626	    948
           6627	    949
           6628	    952
           6629	    959
           6630	    961
           6631	    964
           6632	    967
           6633	    970
           6634	    974
           6635	    981
           6636	    983
           6637	    984
           6638	    986
           6639	    990
           6640	    997
           6641	    999
           6642	   1004
           6643	   1006
           6644	   1006
           6645	   1008
           6646	   1013
           6647	   1017
           6648	   1020
           6649	   1021
           6650	   1023
           6651	   1022
           6652	   1027
           6653	   1030
           6654	   1031
           6655	   1029
           6656	   1027
           6657	   1026
           6658	   1028
           6659	   1029
           6660	   1027
           6661	   1024
           6662	   1022
           6663	   1018
           6664	   1017
           6665	   1014
           6666	   1015
           6667	   1009
           6668	   1002
           6669	    999
           6670	    994
           6671	    992
           6672	    988
           6673	    983
           6674	    979
           6675	    976
           6676	    973
           6677	    971
           6678	    967
           6679	    964
           6680	    962
           6681	    958
           6682	    959
           6683	    960
           6684	    957
           6685	    956
           6686	    953
           6687	    950
           6688	    954
           6689	    955
           6690	    953
           6691	    952
           6692	    948
           6693	    950
           6694	    951
           6695	    951
           6696	    951
           6697	    950
           6698	    951
           6699	    949
           6700	    948
           6701	    953
           6702	    954
           6703	    952
           6704	    954
           6705	    950
           6706	    953
           6707	    957
           6708	    957
           6709	    957
           6710	    956
           6711	    955
           6712	    956
           6713	    960
           6714	    959
           6715	    960
           6716	    962
           6717	    958
           6718	    961
           6719	    963
           6720	    961
           6721	    960
           6722	    961
           6723	    960
           6724	    962
           6725	    964
           6726	    965
           6727	    964
           6728	    961
           6729	    961
           6730	    964
           6731	    964
           6732	    963
           6733	    963
           6734	    962
           6735	    962
           6736	    962
           6737	    964
           6738	    964
           6739	    962
           6740	    960
           6741	    960
           6742	    962
           6743	    962
           6744	    962
           6745	    958
           6746	    959
           6747	    957
           6748	    958
           6749	    957
           6750	    958
           6751	    954
           6752	    955
           6753	    952
           6754	    956
           6755	    956
           6756	    954
           6757	    952
           6758	    950
           6759	    948
           6760	    948
           6761	    951
           6762	    950
           6763	    948
           6764	    946
           6765	    946
           6766	    947
           6767	    947
           6768	    947
           6769	    945
           6770	    940
           6771	    941
           6772	    944
           6773	    947
           6774	    945
           6775	    945
           6776	    943
           6777	    942
           6778	    943
           6779	    947
           6780	    946
           6781	    945
           6782	    942
           6783	    943
           6784	    945
           6785	    948
           6786	    944
           6787	    943
           6788	    945
           6789	    943
           6790	    944
           6791	    947
           6792	    947
           6793	    948
           6794	    946
           6795	    945
           6796	    950
           6797	    953
           6798	    955
           6799	    954
           6800	    956
           6801	    957
           6802	    958
           6803	    961
           6804	    960
           6805	    964
           6806	    963
           6807	    964
           6808	    967
           6809	    968
           6810	    967
           6811	    966
           6812	    967
           6813	    966
           6814	    966
           6815	    966
           6816	    963
           6817	    960
           6818	    955
           6819	    954
           6820	    955
           6821	    960
           6822	    961
           6823	    961
           6824	    960
           6825	    957
           6826	    953
           6827	    954
           6828	    950
           6829	    948
           6830	    944
           6831	    942
           6832	    941
           6833	    943
           6834	    939
           6835	    938
           6836	    937
           6837	    936
           6838	    936
           6839	    939
           6840	    933
           6841	    936
           6842	    934
           6843	    932
           6844	    934
           6845	    937
           6846	    936
           6847	    935
           6848	    934
           6849	    934
           6850	    937
           6851	    938
           6852	    938
           6853	    935
           6854	    935
           6855	    932
           6856	    936
           6857	    936
           6858	    928
           6859	    919
           6860	    905
           6861	    896
           6862	    901
           6863	    911
           6864	    926
           6865	    945
           6866	    981
           6867	   1042
           6868	   1121
           6869	   1197
           6870	   1270
           6871	   1336
           6872	   1378
           6873	   1396
           6874	   1388
           6875	   1339
           6876	   1237
           6877	   1121
           6878	   1019
           6879	    949
           6880	    921
           6881	    917
           6882	    921
           6883	    929
           6884	    946
           6885	    956
           6886	    959
           6887	    954
           6888	    949
           6889	    945
           6890	    944
           6891	    943
           6892	    942
           6893	    943
           6894	    937
           6895	    934
           6896	    931
           6897	    928
           6898	    931
           6899	    934
           6900	    930
           6901	    929
           6902	    927
           6903	    927
           6904	    928
           6905	    930
           6906	    928
           6907	    929
           6908	    927
           6909	    926
           6910	    928
           6911	    929
           6912	    929
           6913	    929
           6914	    928
           6915	    926
           6916	    929
           6917	    931
           6918	    932
           6919	    931
           6920	    932
           6921	    932
           6922	    932
           6923	    934
           6924	    934
           6925	    936
           6926	    935
           6927	    936
           6928	    939
           6929	    942
           6930	    941
           6931	    943
           6932	    941
           6933	    942
           6934	    946
           6935	    949
           6936	    949
           6937	    952
           6938	    952
           6939	    953
           6940	    958
           6941	    962
           6942	    964
           6943	    966
           6944	    967
           6945	    970
           6946	    976
           6947	    981
           6948	    983
           6949	    987
           6950	    988
           6951	    992
           6952	    999
           6953	   1005
           6954	   1005
           6955	   1009
           6956	   1011
           6957	   1013
           6958	   1019
           6959	   1023
           6960	   1027
           6961	   1029
           6962	   1031
           6963	   1031
           6964	   1036
           6965	   1041
           6966	   1044
           6967	   1044
           6968	   1044
           6969	   1045
           6970	   1047
           6971	   1051
           6972	   1049
           6973	   1047
           6974	   1047
           6975	   1045
           6976	   1046
           6977	   1045
           6978	   1040
           6979	   1033
           6980	   1030
           6981	   1025
           6982	   1023
           6983	   1021
           6984	   1013
           6985	   1008
           6986	    999
           6987	    995
           6988	    992
           6989	    990
           6990	    984
           6991	    982
           6992	    977
           6993	    975
           6994	    972
           6995	    971
           6996	    968
           6997	    966
           6998	    966
           6999	    964
           7000	    964
           7001	    965
           7002	    965
           7003	    962
           7004	    961
           7005	    961
           7006	    961
           7007	    965
           7008	    963
           7009	    962
           7010	    962
           7011	    961
           7012	    963
           7013	    966
           7014	    963
           7015	    963
           7016	    961
           7017	    961
           7018	    961
           7019	    966
           7020	    963
           7021	    963
           7022	    965
           7023	    964
           7024	    966
           7025	    970
           7026	    968
           7027	    968
           7028	    968
           7029	    966
           7030	    970
           7031	    972
           7032	    970
           7033	    970
           7034	    969
           7035	    970
           7036	    969
           7037	    974
           7038	    974
           7039	    970
           7040	    967
           7041	    968
           7042	    971
           7043	    973
           7044	    970
           7045	    967
           7046	    967
           7047	    967
           7048	    970
           7049	    974
           7050	    970
           7051	    968
           7052	    965
           7053	    962
           7054	    965
           7055	    968
           7056	    964
           7057	    964
           7058	    962
           7059	    962
           7060	    962
           7061	    963
           7062	    962
           7063	    960
           7064	    960
           7065	    956
           7066	    959
           7067	    960
           7068	    956
           7069	    955
           7070	    952
           7071	    952
           7072	    953
           7073	    955
           7074	    955
           7075	    954
           7076	    954
           7077	    952
           7078	    950
           7079	    955
           7080	    952
           7081	    951
           7082	    950
           7083	    949
           7084	    951
           7085	    952
           7086	    951
           7087	    953
           7088	    948
           7089	    949
           7090	    950
           7091	    951
           7092	    952
           7093	    951
           7094	    950
           7095	    949
           7096	    952
           7097	    953
           7098	    951
           7099	    952
           7100	    948
           7101	    949
           7102	    951
           7103	    954
           7104	    953
           7105	    955
           7106	    958
           7107	    961
           7108	    962
           7109	    967
           7110	    966
           7111	    968
           7112	    966
           7113	    967
           7114	    971
           7115	    976
           7116	    974
           7117	    973
           7118	    972
           7119	    973
           7120	    977
           7121	    977
           7122	    974
           7123	    972
           7124	    969
           7125	    966
           7126	    964
           7127	    963
           7128	    964
           7129	    966
           7130	    965
           7131	    966
           7132	    969
           7133	    967
           7134	    960
           7135	    954
           7136	    952
           7137	    949
           7138	    953
           7139	    952
           7140	    947
           7141	    948
           7142	    943
           7143	    942
           7144	    944
           7145	    945
           7146	    943
           7147	    940
           7148	    939
           7149	    939
           7150	    940
           7151	    942
           7152	    941
           7153	    939
           7154	    938
           7155	    936
           7156	    940
           7157	    945
           7158	    942
           7159	    941
           7160	    940
           7161	    939
           7162	    940
           7163	    943
           7164	    941
           7165	    932
           7166	    919
           7167	    909
           7168	    907
           7169	    918
           7170	    933
           7171	    953
           7172	    990
           7173	   1052
           7174	   1132
           7175	   1213
           7176	   1282
           7177	   1341
           7178	   1381
           7179	   1396
           7180	   1376
           7181	   1306
           7182	   1191
           7183	   1070
           7184	    979
           7185	    934
           7186	    921
           7187	    921
           7188	    927
           7189	    945
           7190	    961
           7191	    967
           7192	    963
           7193	    958
           7194	    952
           7195	    951
           7196	    951
           7197	    949
           7198	    948
           7199	    948
           7200	    945
           7201	    943
           7202	    942
           7203	    941
           7204	    941
           7205	    942
           7206	    939
           7207	    938
           7208	    936
           7209	    937
           7210	    937
           7211	    941
           7212	    940
           7213	    939
           7214	    936
           7215	    938
           7216	    938
           7217	    940
           7218	    941
           7219	    937
           7220	    938
           7221	    938
           7222	    941
           7223	    943
           7224	    944
           7225	    941
           7226	    941
           7227	    942
           7228	    942
           7229	    945
           7230	    943
           7231	    944
           7232	    943
           7233	    944
           7234	    947
           7235	    951
           7236	    949
           7237	    951
           7238	    952
           7239	    954
           7240	    955
           7241	    959
           7242	    961
           7243	    963
           7244	    962
           7245	    964
           7246	    970
           7247	    974
           7248	    977
           7249	    979
           7250	    982
           7251	    982
           7252	    990
           7253	    996
           7254	    999
           7255	   1002
           7256	   1005
           7257	   1007
           7258	   1011
           7259	   1018
           7260	   1022
           7261	   1023
           7262	   1026
           7263	   1029
           7264	   1032
           7265	   1036
           7266	   1040
           7267	   1040
           7268	   1042
           7269	   1044
           7270	   1046
           7271	   1050
           7272	   1051
           7273	   1049
           7274	   1050
           7275	   1048
           7276	   1049
           7277	   1048
           7278	   1046
           7279	   1041
           7280	   1038
           7281	   1035
           7282	   1033
           7283	   1031
           7284	   1026
           7285	   1016
           7286	   1011
           7287	   1007
           7288	   1006
           7289	   1001
           7290	    997
           7291	    994
           7292	    987
           7293	    985
           7294	    983
           7295	    983
           7296	    981
           7297	    978
           7298	    976
           7299	    974
           7300	    974
           7301	    975
           7302	    975
           7303	    974
           7304	    970
           7305	    971
           7306	    970
           7307	    973
           7308	    972
           7309	    968
           7310	    968
           7311	    971
           7312	    971
           7313	    972
           7314	    972
           7315	    970
           7316	    965
           7317	    969
           7318	    971
           7319	    974
           7320	    975
           7321	    974
           7322	    972
           7323	    970
           7324	    973
           7325	    976
           7326	    976
           7327	    977
           7328	    977
           7329	    976
           7330	    977
           7331	    980
           7332	    980
           7333	    978
           7334	    978
           7335	    979
           7336	    979
           7337	    982
           7338	    982
           7339	    980
           7340	    979
           7341	    978
           7342	    980
           7343	    983
           7344	    981
           7345	    980
           7346	    978
           7347	    980
           7348	    978
           7349	    982
           7350	    980
           7351	    979
           7352	    975
           7353	    973
           7354	    975
           7355	    976
           7356	    974
           7357	    975
           7358	    971
           7359	    973
           7360	    971
           7361	    972
           7362	    971
           7363	    972
           7364	    971
           7365	    968
           7366	    968
           7367	    970
           7368	    970
           7369	    969
           7370	    966
           7371	    965
           7372	    967
           7373	    971
           7374	    969
           7375	    967
           7376	    964
           7377	    961
           7378	    965
           7379	    966
           7380	    965
           7381	    964
           7382	    960
           7383	    960
           7384	    961
           7385	    962
           7386	    961
           7387	    959
           7388	    957
           7389	    960
           7390	    961
           7391	    963
           7392	    962
           7393	    960
           7394	    960
           7395	    958
           7396	    960
           7397	    963
           7398	    961
           7399	    959
           7400	    959
           7401	    956
           7402	    959
           7403	    960
           7404	    963
           7405	    963
           7406	    960
           7407	    964
           7408	    969
           7409	    972
           7410	    978
           7411	    975
           7412	    972
           7413	    976
           7414	    979
           7415	    983
           7416	    982
           7417	    980
           7418	    980
           7419	    982
           7420	    981
           7421	    985
           7422	    985
           7423	    982
           7424	    982
           7425	    980
           7426	    981
           7427	    979
           7428	    979
           7429	    971
           7430	    968
           7431	    969
           7432	    975
           7433	    979
           7434	    978
           7435	    973
           7436	    969
           7437	    966
           7438	    965
           7439	    965
           7440	    965
           7441	    962
           7442	    959
           7443	    957
           7444	    958
           7445	    958
           7446	    954
           7447	    952
           7448	    949
           7449	    950
           7450	    950
           7451	    952
           7452	    950
           7453	    950
           7454	    950
           7455	    949
           7456	    953
           7457	    951
           7458	    952
           7459	    953
           7460	    952
           7461	    951
           7462	    952
           7463	    954
           7464	    953
           7465	    952
           7466	    950
           7467	    949
           7468	    944
           7469	    936
           7470	    926
           7471	    919
           7472	    925
           7473	    937
           7474	    957
           7475	    991
           7476	   1045
           7477	   1111
           7478	   1183
           7479	   1253
           7480	   1318
           7481	   1362
           7482	   1382
           7483	   1369
           7484	   1310
           7485	   1209
           7486	   1095
           7487	   1011
           7488	    955
           7489	    931
           7490	    928
           7491	    937
           7492	    958
           7493	    975
           7494	    977
           7495	    968
           7496	    961
           7497	    957
           7498	    957
           7499	    959
           7500	    957
           7501	    954
           7502	    949
           7503	    948
           7504	    947
           7505	    949
           7506	    947
           7507	    945
           7508	    943
           7509	    943
           7510	    945
           7511	    947
           7512	    947
           7513	    943
           7514	    941
           7515	    944
           7516	    946
           7517	    948
           7518	    947
           7519	    948
           7520	    944
           7521	    944
           7522	    946
           7523	    948
           7524	    949
           7525	    948
           7526	    946
           7527	    948
           7528	    950
           7529	    951
           7530	    952
           7531	    952
           7532	    950
           7533	    952
           7534	    955
           7535	    958
           7536	    959
           7537	    960
           7538	    958
           7539	    958
           7540	    963
           7541	    967
           7542	    966
           7543	    969
           7544	    967
           7545	    971
           7546	    975
           7547	    979
           7548	    983
           7549	    984
           7550	    988
           7551	    990
           7552	    995
           7553	   1004
           7554	   1006
           7555	   1008
           7556	   1013
           7557	   1014
           7558	   1021
           7559	   1025
           7560	   1028
           7561	   1031
           7562	   1031
           7563	   1034
           7564	   1038
           7565	   1044
           7566	   1047
           7567	   1048
           7568	   1048
           7569	   1052
           7570	   1054
           7571	   1054
           7572	   1056
           7573	   1054
           7574	   1051
           7575	   1049
           7576	   1051
           7577	   1047
           7578	   1045
           7579	   1040
           7580	   1034
           7581	   1029
           7582	   1027
           7583	   1026
           7584	   1020
           7585	   1013
           7586	   1008
           7587	   1003
           7588	   1002
           7589	    998
           7590	    996
           7591	    992
           7592	    987
           7593	    985
           7594	    985
           7595	    985
           7596	    981
           7597	    979
           7598	    978
           7599	    976
           7600	    977
           7601	    976
           7602	    974
           7603	    973
           7604	    973
           7605	    973
           7606	    975
           7607	    978
           7608	    978
           7609	    976
           7610	    974
           7611	    975
           7612	    976
           7613	    980
           7614	    978
           7615	    979
           7616	    975
           7617	    976
           7618	    979
           7619	    982
           7620	    982
           7621	    980
           7622	    980
           7623	    982
           7624	    980
           7625	    983
           7626	    982
           7627	    983
           7628	    981
           7629	    982
           7630	    983
           7631	    983
           7632	    984
           7633	    982
           7634	    981
           7635	    978
           7636	    983
           7637	    983
           7638	    981
           7639	    982
           7640	    984
           7641	    982
           7642	    984
           7643	    984
           7644	    985
           7645	    982
           7646	    983
           7647	    981
           7648	    983
           7649	    986
           7650	    983
           7651	    979
           7652	    978
           7653	    979
           7654	    978
           7655	    977
           7656	    981
           7657	    978
           7658	    976
           7659	    978
           7660	    978
           7661	    977
           7662	    978
           7663	    976
           7664	    975
           7665	    973
           7666	    974
           7667	    976
           7668	    975
           7669	    974
           7670	    969
           7671	    969
           7672	    968
           7673	    970
           7674	    969
           7675	    968
           7676	    966
           7677	    965
           7678	    967
           7679	    968
           7680	    969
           7681	    966
           7682	    966
           7683	    963
           7684	    967
           7685	    968
           7686	    966
           7687	    966
           7688	    964
           7689	    963
           7690	    964
           7691	    967
           7692	    966
           7693	    964
           7694	    963
           7695	    963
           7696	    964
           7697	    966
           7698	    964
           7699	    964
           7700	    963
           7701	    963
           7702	    966
           7703	    970
           7704	    972
           7705	    974
           7706	    975
           7707	    978
           7708	    980
           7709	    982
           7710	    982
           7711	    980
           7712	    980
           7713	    982
           7714	    985
           7715	    987
           7716	    986
           7717	    985
           7718	    985
           7719	    987
           7720	    989
           7721	    988
           7722	    988
           7723	    984
           7724	    980
           7725	    978
           7726	    975
           7727	    977
           7728	    978
           7729	    979
           7730	    979
           7731	    979
           7732	    979
           7733	    975
           7734	    973
           7735	    972
           7736	    966
           7737	    966
           7738	    965
           7739	    964
           7740	    963
           7741	    960
           7742	    957
           7743	    954
           7744	    957
           7745	    958
           7746	    955
           7747	    953
           7748	    950
           7749	    952
           7750	    954
           7751	    954
           7752	    953
           7753	    953
           7754	    948
           7755	    951
           7756	    953
           7757	    953
           7758	    954
           7759	    952
           7760	    952
           7761	    950
           7762	    954
           7763	    955
           7764	    954
           7765	    953
           7766	    947
           7767	    939
           7768	    930
           7769	    920
           7770	    919
           7771	    923
           7772	    937
           7773	    958
           7774	    995
           7775	   1055
           7776	   1132
           7777	   1206
           7778	   1277
           7779	   1346
           7780	   1396
           7781	   1417
           7782	   1404
           7783	   1350
           7784	   1250
           7785	   1131
           7786	   1031
           7787	    966
           7788	    937
           7789	    929
           7790	    933
           7791	    948
           7792	    966
           7793	    979
           7794	    976
           7795	    967
           7796	    963
           7797	    960
           7798	    961
           7799	    959
           7800	    960
           7801	    955
           7802	    949
           7803	    947
           7804	    947
           7805	    949
           7806	    946
           7807	    945
           7808	    945
           7809	    943
           7810	    944
           7811	    948
           7812	    945
           7813	    943
           7814	    943
           7815	    944
           7816	    946
           7817	    947
           7818	    946
           7819	    944
           7820	    943
           7821	    944
           7822	    945
           7823	    949
           7824	    948
           7825	    947
           7826	    945
           7827	    945
           7828	    948
           7829	    951
           7830	    949
           7831	    952
           7832	    949
           7833	    950
           7834	    952
           7835	    953
           7836	    957
           7837	    956
           7838	    955
           7839	    957
           7840	    961
           7841	    962
           7842	    965
           7843	    966
           7844	    963
           7845	    966
           7846	    971
           7847	    975
           7848	    980
           7849	    981
           7850	    983
           7851	    986
           7852	    992
           7853	    995
           7854	   1001
           7855	   1005
           7856	   1006
           7857	   1010
           7858	   1015
           7859	   1018
           7860	   1023
           7861	   1025
           7862	   1029
           7863	   1033
           7864	   1038
           7865	   1041
           7866	   1043
           7867	   1044
           7868	   1042
           7869	   1046
           7870	   1050
           7871	   1053
           7872	   1055
           7873	   1054
           7874	   1054
           7875	   1055
           7876	   1056
           7877	   1058
           7878	   1058
           7879	   1054
           7880	   1050
           7881	   1049
           7882	   1048
           7883	   1045
           7884	   1043
           7885	   1037
           7886	   1031
           7887	   1026
           7888	   1022
           7889	   1019
           7890	   1015
           7891	   1009
           7892	   1002
           7893	    999
           7894	    997
           7895	    995
           7896	    991
           7897	    988
           7898	    983
           7899	    980
           7900	    981
           7901	    980
           7902	    979
           7903	    977
           7904	    972
           7905	    973
           7906	    971
           7907	    974
           7908	    975
           7909	    974
           7910	    969
           7911	    969
           7912	    972
           7913	    973
           7914	    975
           7915	    972
           7916	    971
           7917	    972
           7918	    972
           7919	    971
           7920	    975
           7921	    971
           7922	    971
           7923	    970
           7924	    971
           7925	    975
           7926	    974
           7927	    974
           7928	    972
           7929	    974
           7930	    976
           7931	    980
           7932	    979
           7933	    977
           7934	    976
           7935	    978
           7936	    980
           7937	    982
           7938	    982
           7939	    980
           7940	    979
           7941	    978
           7942	    980
           7943	    982
           7944	    982
           7945	    979
           7946	    978
           7947	    979
           7948	    979
           7949	    982
           7950	    978
           7951	    978
           7952	    979
           7953	    980
           7954	    980
           7955	    980
           7956	    980
           7957	    980
           7958	    978
           7959	    979
           7960	    978
           7961	    981
           7962	    975
           7963	    974
           7964	    973
           7965	    973
           7966	    976
           7967	    975
           7968	    974
           7969	    975
           7970	    971
           7971	    972
           7972	    972
           7973	    974
           7974	    974
           7975	    973
           7976	    971
           7977	    970
           7978	    970
           7979	    971
           7980	    968
           7981	    967
           7982	    967
           7983	    966
           7984	    969
           7985	    969
           7986	    967
           7987	    966
           7988	    965
           7989	    965
           7990	    966
           7991	    966
           7992	    966
           7993	    965
           7994	    964
           7995	    963
           7996	    965
           7997	    967
           7998	    965
           7999	    962
           8000	    962
           8001	    963
           8002	    961
           8003	    965
           8004	    966
           8005	    966
           8006	    963
           8007	    964
           8008	    964
           8009	    966
           8010	    966
           8011	    965
           8012	    961
           8013	    963
           8014	    962
           8015	    964
           8016	    965
           8017	    961
           8018	    961
           8019	    965
           8020	    970
           8021	    972
           8022	    978
           8023	    978
           8024	    975
           8025	    976
           8026	    979
           8027	    982
           8028	    980
           8029	    981
           8030	    983
           8031	    982
           8032	    984
           8033	    986
           8034	    985
           8035	    985
           8036	    985
           8037	    987
           8038	    988
           8039	    985
           8040	    985
           8041	    981
           8042	    977
           8043	    975
           8044	    974
           8045	    975
           8046	    978
           8047	    979
           8048	    977
           8049	    974
           8050	    974
           8051	    972
           8052	    969
           8053	    966
           8054	    963
           8055	    962
           8056	    962
           8057	    962
           8058	    961
           8059	    958
           8060	    955
           8061	    953
           8062	    951
           8063	    954
           8064	    952
           8065	    951
           8066	    949
           8067	    949
           8068	    951
           8069	    952
           8070	    951
           8071	    950
           8072	    945
           8073	    946
           8074	    948
           8075	    950
           8076	    953
           8077	    952
           8078	    950
           8079	    949
           8080	    951
           8081	    954
           8082	    951
           8083	    947
           8084	    935
           8085	    921
           8086	    914
           8087	    915
           8088	    928
           8089	    942
           8090	    965
           8091	   1015
           8092	   1085
           8093	   1165
           8094	   1242
           8095	   1310
           8096	   1364
           8097	   1400
           8098	   1409
           8099	   1393
           8100	   1336
           8101	   1235
           8102	   1124
           8103	   1025
           8104	    964
           8105	    939
           8106	    934
           8107	    933
           8108	    939
           8109	    958
           8110	    972
           8111	    977
           8112	    970
           8113	    961
           8114	    958
           8115	    957
           8116	    957
           8117	    959
           8118	    955
           8119	    951
           8120	    948
           8121	    944
           8122	    946
           8123	    946
           8124	    946
           8125	    945
           8126	    941
           8127	    940
           8128	    942
           8129	    943
           8130	    943
           8131	    941
           8132	    939
           8133	    938
           8134	    942
           8135	    945
           8136	    944
           8137	    943
           8138	    941
