       sample #	     V5
           5149	   1045
           5150	   1042
           5151	   1043
           5152	   1039
           5153	   1036
           5154	   1031
           5155	   1030
           5156	   1029
           5157	   1029
           5158	   1027
           5159	   1025
           5160	   1022
           5161	   1021
           5162	   1022
           5163	   1024
           5164	   1017
           5165	   1017
           5166	   1014
           5167	   1013
           5168	   1014
           5169	   1015
           5170	   1015
           5171	   1013
           5172	   1010
           5173	   1011
           5174	   1012
           5175	   1012
           5176	   1011
           5177	   1009
           5178	   1006
           5179	   1009
           5180	   1009
           5181	   1009
           5182	   1007
           5183	   1007
           5184	   1005
           5185	   1004
           5186	   1006
           5187	   1009
           5188	   1009
           5189	   1006
           5190	   1004
           5191	   1001
           5192	   1003
           5193	   1005
           5194	   1004
           5195	   1002
           5196	   1002
           5197	   1000
           5198	   1001
           5199	   1002
           5200	   1001
           5201	   1002
           5202	    998
           5203	    997
           5204	    999
           5205	   1002
           5206	   1000
           5207	    998
           5208	    997
           5209	    997
           5210	    998
           5211	    999
           5212	    999
           5213	    999
           5214	    996
           5215	    995
           5216	    995
           5217	    998
           5218	    997
           5219	    996
           5220	    994
           5221	    995
           5222	    993
           5223	    996
           5224	    996
           5225	    992
           5226	    988
           5227	    988
           5228	    992
           5229	    993
           5230	    994
           5231	    992
           5232	    990
           5233	    986
           5234	    990
           5235	    990
           5236	    988
           5237	    986
           5238	    986
           5239	    985
           5240	    987
           5241	    990
           5242	    989
           5243	    987
           5244	    984
           5245	    986
           5246	    987
           5247	    987
           5248	    989
           5249	    986
           5250	    984
           5251	    982
           5252	    986
           5253	    987
           5254	    986
           5255	    986
           5256	    985
           5257	    984
           5258	    987
           5259	    988
           5260	    986
           5261	    985
           5262	    982
           5263	    982
           5264	    986
           5265	    988
           5266	    987
           5267	    987
           5268	    985
           5269	    986
           5270	    989
           5271	    989
           5272	    989
           5273	    992
           5274	    995
           5275	   1000
           5276	   1016
           5277	   1051
           5278	   1127
           5279	   1211
           5280	   1205
           5281	   1124
           5282	   1056
           5283	   1038
           5284	   1042
           5285	   1045
           5286	   1039
           5287	   1031
           5288	   1030
           5289	   1030
           5290	   1034
           5291	   1030
           5292	   1029
           5293	   1026
           5294	   1025
           5295	   1027
           5296	   1024
           5297	   1018
           5298	   1012
           5299	   1011
           5300	   1006
           5301	   1001
           5302	    992
           5303	    982
           5304	    972
           5305	    964
           5306	    954
           5307	    940
           5308	    926
           5309	    911
           5310	    899
           5311	    889
           5312	    878
           5313	    867
           5314	    856
           5315	    852
           5316	    845
           5317	    844
           5318	    840
           5319	    841
           5320	    840
           5321	    837
           5322	    838
           5323	    838
           5324	    842
           5325	    846
           5326	    853
           5327	    860
           5328	    871
           5329	    883
           5330	    895
           5331	    908
           5332	    916
           5333	    925
           5334	    932
           5335	    942
           5336	    949
           5337	    956
           5338	    960
           5339	    964
           5340	    964
           5341	    964
           5342	    969
           5343	    974
           5344	    975
           5345	    976
           5346	    977
           5347	    978
           5348	    983
           5349	    984
           5350	    984
           5351	    982
           5352	    981
           5353	    984
           5354	    985
           5355	    988
           5356	    990
           5357	    992
           5358	    993
           5359	    997
           5360	    997
           5361	   1001
           5362	   1004
           5363	   1004
           5364	   1005
           5365	   1007
           5366	   1009
           5367	   1011
           5368	   1010
           5369	   1008
           5370	   1006
           5371	   1007
           5372	   1012
           5373	   1016
           5374	   1016
           5375	   1015
           5376	   1014
           5377	   1015
           5378	   1017
           5379	   1020
           5380	   1018
           5381	   1019
           5382	   1020
           5383	   1017
           5384	   1021
           5385	   1023
           5386	   1023
           5387	   1021
           5388	   1023
           5389	   1022
           5390	   1026
           5391	   1028
           5392	   1031
           5393	   1031
           5394	   1029
           5395	   1026
           5396	   1029
           5397	   1030
           5398	   1033
           5399	   1034
           5400	   1031
           5401	   1031
           5402	   1034
           5403	   1034
           5404	   1035
           5405	   1033
           5406	   1035
           5407	   1035
           5408	   1037
           5409	   1040
           5410	   1040
           5411	   1043
           5412	   1040
           5413	   1042
           5414	   1044
           5415	   1044
           5416	   1045
           5417	   1045
           5418	   1043
           5419	   1044
           5420	   1047
           5421	   1050
           5422	   1048
           5423	   1047
           5424	   1046
           5425	   1046
           5426	   1048
           5427	   1048
           5428	   1046
           5429	   1044
           5430	   1042
           5431	   1041
           5432	   1043
           5433	   1044
           5434	   1041
           5435	   1038
           5436	   1035
           5437	   1033
           5438	   1032
           5439	   1033
           5440	   1033
           5441	   1028
           5442	   1024
           5443	   1025
           5444	   1024
           5445	   1021
           5446	   1019
           5447	   1017
           5448	   1013
           5449	   1014
           5450	   1013
           5451	   1011
           5452	   1011
           5453	   1008
           5454	   1003
           5455	   1005
           5456	   1003
           5457	   1003
           5458	   1003
           5459	   1002
           5460	   1001
           5461	   1001
           5462	   1001
           5463	   1001
           5464	   1002
           5465	   1003
           5466	   1000
           5467	   1001
           5468	   1004
           5469	   1004
           5470	   1005
           5471	   1003
           5472	   1001
           5473	   1002
           5474	   1003
           5475	   1005
           5476	   1004
           5477	   1005
           5478	   1002
           5479	   1006
           5480	   1008
           5481	   1010
           5482	   1011
           5483	   1008
           5484	   1008
           5485	   1006
           5486	   1008
           5487	   1005
           5488	   1002
           5489	    999
           5490	    994
           5491	    995
           5492	    996
           5493	    996
           5494	    993
           5495	    991
           5496	    987
           5497	    987
           5498	    986
           5499	    988
           5500	    988
           5501	    986
           5502	    986
           5503	    983
           5504	    986
           5505	    986
           5506	    986
           5507	    984
           5508	    984
           5509	    982
           5510	    986
           5511	    986
           5512	    986
           5513	    983
           5514	    982
           5515	    981
           5516	    981
           5517	    982
           5518	    980
           5519	    979
           5520	    979
           5521	    979
           5522	    979
           5523	    983
           5524	    982
           5525	    981
           5526	    979
           5527	    976
           5528	    978
           5529	    985
           5530	    982
           5531	    978
           5532	    975
           5533	    979
           5534	    979
           5535	    981
           5536	    977
           5537	    978
           5538	    975
           5539	    974
           5540	    976
           5541	    980
           5542	    981
           5543	    981
           5544	    979
           5545	    980
           5546	    982
           5547	    983
           5548	    985
           5549	    983
           5550	    982
           5551	    983
           5552	    984
           5553	    983
           5554	    990
           5555	    993
           5556	   1001
           5557	   1018
           5558	   1036
           5559	   1055
           5560	   1074
           5561	   1090
           5562	   1107
           5563	   1134
           5564	   1170
           5565	   1205
           5566	   1226
           5567	   1227
           5568	   1251
           5569	   1328
           5570	   1360
           5571	   1311
           5572	   1223
           5573	   1156
           5574	   1111
           5575	   1077
           5576	   1040
           5577	   1005
           5578	    978
           5579	    964
           5580	    956
           5581	    952
           5582	    956
           5583	    960
           5584	    963
           5585	    962
           5586	    961
           5587	    962
           5588	    964
           5589	    967
           5590	    967
           5591	    964
           5592	    962
           5593	    963
           5594	    962
           5595	    963
           5596	    959
           5597	    957
           5598	    954
           5599	    954
           5600	    957
           5601	    957
           5602	    954
           5603	    952
           5604	    948
           5605	    948
           5606	    949
           5607	    950
           5608	    947
           5609	    945
           5610	    944
           5611	    942
           5612	    943
           5613	    943
           5614	    941
           5615	    938
           5616	    935
           5617	    935
           5618	    937
           5619	    935
           5620	    934
           5621	    932
           5622	    928
           5623	    930
           5624	    931
           5625	    933
           5626	    934
           5627	    929
           5628	    927
           5629	    924
           5630	    925
           5631	    926
           5632	    924
           5633	    921
           5634	    918
           5635	    920
           5636	    917
           5637	    920
           5638	    921
           5639	    918
           5640	    915
           5641	    916
           5642	    918
           5643	    920
           5644	    918
           5645	    918
           5646	    915
           5647	    915
           5648	    919
           5649	    921
           5650	    919
           5651	    918
           5652	    917
           5653	    915
           5654	    918
           5655	    919
           5656	    923
           5657	    925
           5658	    924
           5659	    926
           5660	    929
           5661	    930
           5662	    930
           5663	    930
           5664	    930
           5665	    931
           5666	    935
           5667	    938
           5668	    943
           5669	    942
           5670	    945
           5671	    950
           5672	    952
           5673	    955
           5674	    958
           5675	    960
           5676	    960
           5677	    963
           5678	    966
           5679	    966
           5680	    972
           5681	    974
           5682	    973
           5683	    979
           5684	    980
           5685	    983
           5686	    983
           5687	    983
           5688	    978
           5689	    980
           5690	    985
           5691	    988
           5692	    987
           5693	    984
           5694	    983
           5695	    983
           5696	    987
           5697	    986
           5698	    986
           5699	    986
           5700	    983
           5701	    981
           5702	    985
           5703	    988
           5704	    987
           5705	    985
           5706	    980
           5707	    979
           5708	    982
           5709	    983
           5710	    986
           5711	    982
           5712	    981
           5713	    979
           5714	    980
           5715	    979
           5716	    977
           5717	    977
           5718	    976
           5719	    978
           5720	    980
           5721	    981
           5722	    981
           5723	    980
           5724	    974
           5725	    977
           5726	    976
           5727	    978
           5728	    977
           5729	    975
           5730	    971
           5731	    970
           5732	    971
           5733	    969
           5734	    971
           5735	    972
           5736	    973
           5737	    975
           5738	    974
           5739	    973
           5740	    970
           5741	    971
           5742	    970
           5743	    973
           5744	    976
           5745	    976
           5746	    974
           5747	    972
           5748	    969
           5749	    971
           5750	    974
           5751	    978
           5752	    978
           5753	    976
           5754	    976
           5755	    975
           5756	    977
           5757	    976
           5758	    974
           5759	    971
           5760	    970
           5761	    973
           5762	    978
           5763	    979
           5764	    978
           5765	    977
           5766	    972
           5767	    971
           5768	    973
           5769	    974
           5770	    980
           5771	    982
           5772	    981
           5773	    977
           5774	    977
           5775	    975
           5776	    977
           5777	    973
           5778	    971
           5779	    972
           5780	    974
           5781	    977
           5782	    978
           5783	    973
           5784	    972
           5785	    970
           5786	    970
           5787	    974
           5788	    973
           5789	    971
           5790	    970
           5791	    971
           5792	    973
           5793	    974
           5794	    974
           5795	    973
           5796	    971
           5797	    975
           5798	    978
           5799	    982
           5800	    984
           5801	    985
           5802	    981
           5803	    976
           5804	    978
           5805	    977
           5806	    983
           5807	    983
           5808	    984
           5809	    986
           5810	    987
           5811	    989
           5812	    989
           5813	    984
           5814	    980
           5815	    980
           5816	    984
           5817	    989
           5818	    988
           5819	    984
           5820	    977
           5821	    973
           5822	    972
           5823	    974
           5824	    976
           5825	    977
           5826	    975
           5827	    975
           5828	    972
           5829	    972
           5830	    971
           5831	    970
           5832	    968
           5833	    969
           5834	    976
           5835	    978
           5836	    978
           5837	    974
           5838	    971
           5839	    976
           5840	    978
           5841	    980
           5842	    980
           5843	    982
           5844	    986
           5845	    995
           5846	   1016
           5847	   1071
           5848	   1166
           5849	   1199
           5850	   1133
           5851	   1055
           5852	   1025
           5853	   1033
           5854	   1038
           5855	   1037
           5856	   1028
           5857	   1030
           5858	   1033
           5859	   1036
           5860	   1039
           5861	   1044
           5862	   1052
           5863	   1070
           5864	   1087
           5865	   1102
           5866	   1115
           5867	   1122
           5868	   1130
           5869	   1141
           5870	   1158
           5871	   1177
           5872	   1197
           5873	   1214
           5874	   1225
           5875	   1224
           5876	   1202
           5877	   1166
           5878	   1128
           5879	   1088
           5880	   1049
           5881	   1013
           5882	    978
           5883	    948
           5884	    926
           5885	    913
           5886	    913
           5887	    920
           5888	    926
           5889	    929
           5890	    930
           5891	    930
           5892	    931
           5893	    933
           5894	    936
           5895	    939
           5896	    939
           5897	    937
           5898	    933
           5899	    935
           5900	    938
           5901	    942
           5902	    936
           5903	    935
           5904	    932
           5905	    934
           5906	    937
           5907	    937
           5908	    936
           5909	    935
           5910	    935
           5911	    933
           5912	    933
           5913	    936
           5914	    933
           5915	    934
           5916	    931
           5917	    930
           5918	    932
           5919	    932
           5920	    932
           5921	    929
           5922	    928
           5923	    929
           5924	    928
           5925	    931
           5926	    930
           5927	    927
           5928	    925
           5929	    927
           5930	    927
           5931	    928
           5932	    928
           5933	    926
           5934	    925
           5935	    924
           5936	    926
           5937	    926
           5938	    924
           5939	    927
           5940	    922
           5941	    926
           5942	    928
           5943	    929
           5944	    929
           5945	    929
           5946	    927
           5947	    928
           5948	    930
           5949	    931
           5950	    930
           5951	    928
           5952	    929
           5953	    930
           5954	    933
           5955	    934
           5956	    935
           5957	    934
           5958	    935
           5959	    933
           5960	    937
           5961	    939
           5962	    943
           5963	    941
           5964	    940
           5965	    942
           5966	    945
           5967	    947
           5968	    948
           5969	    951
           5970	    951
           5971	    954
           5972	    955
           5973	    960
           5974	    962
           5975	    962
           5976	    964
           5977	    968
           5978	    972
           5979	    975
           5980	    977
           5981	    976
           5982	    977
           5983	    979
           5984	    982
           5985	    985
           5986	    986
           5987	    985
           5988	    988
           5989	    987
           5990	    988
           5991	    992
           5992	    992
           5993	    989
           5994	    986
           5995	    987
           5996	    988
           5997	    991
           5998	    992
           5999	    992
           6000	    989
           6001	    991
           6002	    991
           6003	    991
           6004	    989
           6005	    988
           6006	    986
           6007	    987
           6008	    986
           6009	    986
           6010	    988
           6011	    986
           6012	    983
           6013	    984
           6014	    984
           6015	    984
           6016	    984
           6017	    982
           6018	    980
           6019	    980
           6020	    982
           6021	    983
           6022	    983
           6023	    980
           6024	    978
           6025	    978
           6026	    978
           6027	    980
           6028	    980
           6029	    977
           6030	    976
           6031	    975
           6032	    974
           6033	    976
           6034	    976
           6035	    975
           6036	    972
           6037	    974
           6038	    975
           6039	    976
           6040	    976
           6041	    971
           6042	    971
           6043	    969
           6044	    973
           6045	    974
           6046	    973
           6047	    968
           6048	    969
           6049	    970
           6050	    971
           6051	    973
           6052	    972
           6053	    973
           6054	    970
           6055	    972
           6056	    974
           6057	    974
           6058	    974
           6059	    973
           6060	    973
           6061	    974
           6062	    976
           6063	    979
           6064	    977
           6065	    977
           6066	    974
           6067	    976
           6068	    978
           6069	    980
           6070	    979
           6071	    978
           6072	    974
           6073	    976
           6074	    980
           6075	    983
           6076	    982
           6077	    980
           6078	    975
           6079	    978
           6080	    981
           6081	    981
           6082	    982
           6083	    980
           6084	    976
           6085	    979
           6086	    982
           6087	    983
           6088	    981
           6089	    980
           6090	    979
           6091	    978
           6092	    981
           6093	    980
           6094	    979
           6095	    978
           6096	    978
           6097	    978
           6098	    978
           6099	    980
           6100	    980
           6101	    977
           6102	    977
           6103	    976
           6104	    981
           6105	    979
           6106	    981
           6107	    977
           6108	    974
           6109	    975
           6110	    977
           6111	    979
           6112	    980
           6113	    977
           6114	    975
           6115	    976
           6116	    977
           6117	    980
           6118	    979
           6119	    976
           6120	    973
           6121	    977
           6122	    979
           6123	    980
           6124	    981
           6125	    979
           6126	    979
           6127	    981
           6128	    984
           6129	    986
           6130	    988
           6131	    987
           6132	    988
           6133	    989
           6134	    991
           6135	    999
           6136	   1003
           6137	   1013
           6138	   1033
           6139	   1088
           6140	   1179
           6141	   1237
           6142	   1193
           6143	   1109
           6144	   1060
           6145	   1056
           6146	   1063
           6147	   1063
           6148	   1053
           6149	   1045
           6150	   1038
           6151	   1039
           6152	   1037
           6153	   1039
           6154	   1039
           6155	   1037
           6156	   1033
           6157	   1031
           6158	   1034
           6159	   1034
           6160	   1031
           6161	   1029
           6162	   1025
           6163	   1023
           6164	   1020
           6165	   1014
           6166	   1007
           6167	    999
           6168	    989
           6169	    983
           6170	    972
           6171	    955
           6172	    937
           6173	    925
           6174	    915
           6175	    907
           6176	    900
           6177	    889
           6178	    878
           6179	    866
           6180	    861
           6181	    856
           6182	    853
           6183	    853
           6184	    852
           6185	    849
           6186	    845
           6187	    847
           6188	    851
           6189	    849
           6190	    851
           6191	    851
           6192	    855
           6193	    863
           6194	    871
           6195	    882
           6196	    891
           6197	    899
           6198	    903
           6199	    913
           6200	    924
           6201	    934
           6202	    941
           6203	    947
           6204	    951
           6205	    955
           6206	    962
           6207	    968
           6208	    968
           6209	    966
           6210	    965
           6211	    969
           6212	    975
           6213	    979
           6214	    979
           6215	    980
           6216	    977
           6217	    979
           6218	    980
           6219	    980
           6220	    981
           6221	    978
           6222	    977
           6223	    978
           6224	    982
           6225	    988
           6226	    990
           6227	    994
           6228	    991
           6229	    996
           6230	   1000
           6231	   1003
           6232	   1003
           6233	   1005
           6234	   1005
           6235	   1005
           6236	   1008
           6237	   1013
           6238	   1009
           6239	   1008
           6240	   1009
           6241	   1008
           6242	   1011
           6243	   1015
           6244	   1015
           6245	   1014
           6246	   1014
           6247	   1017
           6248	   1016
           6249	   1018
           6250	   1021
           6251	   1020
           6252	   1017
           6253	   1019
           6254	   1020
           6255	   1024
           6256	   1025
           6257	   1025
           6258	   1021
           6259	   1023
           6260	   1025
           6261	   1026
           6262	   1028
           6263	   1026
           6264	   1025
           6265	   1026
           6266	   1029
           6267	   1030
           6268	   1030
           6269	   1030
           6270	   1029
           6271	   1030
           6272	   1034
           6273	   1035
           6274	   1034
           6275	   1032
           6276	   1032
           6277	   1034
           6278	   1035
           6279	   1037
           6280	   1037
           6281	   1035
           6282	   1035
           6283	   1037
           6284	   1038
           6285	   1041
           6286	   1040
           6287	   1038
           6288	   1038
           6289	   1039
           6290	   1041
           6291	   1040
           6292	   1043
           6293	   1040
           6294	   1038
           6295	   1038
           6296	   1038
           6297	   1041
           6298	   1040
           6299	   1037
           6300	   1033
           6301	   1034
           6302	   1035
           6303	   1037
           6304	   1034
           6305	   1032
           6306	   1024
           6307	   1028
           6308	   1026
           6309	   1029
           6310	   1025
           6311	   1023
           6312	   1019
           6313	   1019
           6314	   1017
           6315	   1017
           6316	   1017
           6317	   1012
           6318	   1007
           6319	   1007
           6320	   1007
           6321	   1007
           6322	   1008
           6323	   1005
           6324	   1002
           6325	   1000
           6326	    999
           6327	   1001
           6328	    997
           6329	    997
           6330	    994
           6331	    993
           6332	    994
           6333	    993
           6334	    997
           6335	    993
           6336	    990
           6337	    987
           6338	    991
           6339	    989
           6340	    989
           6341	    992
           6342	    987
           6343	    987
           6344	    988
           6345	    992
           6346	    988
           6347	    986
           6348	    986
           6349	    983
           6350	    988
           6351	    989
           6352	    987
           6353	    987
           6354	    983
           6355	    986
           6356	    986
           6357	    988
           6358	    986
           6359	    987
           6360	    983
           6361	    986
           6362	    987
           6363	    988
           6364	    987
           6365	    988
           6366	    981
           6367	    986
           6368	    986
           6369	    988
           6370	    987
           6371	    984
           6372	    982
           6373	    984
           6374	    984
           6375	    987
           6376	    986
           6377	    984
           6378	    983
           6379	    985
           6380	    985
           6381	    987
           6382	    987
           6383	    985
           6384	    983
           6385	    983
           6386	    984
           6387	    984
           6388	    986
           6389	    984
           6390	    982
           6391	    983
           6392	    983
           6393	    983
           6394	    983
           6395	    980
           6396	    980
           6397	    982
           6398	    984
           6399	    983
           6400	    981
           6401	    981
           6402	    978
           6403	    979
           6404	    980
           6405	    981
           6406	    981
           6407	    976
           6408	    973
           6409	    974
           6410	    977
           6411	    978
           6412	    976
           6413	    976
           6414	    973
           6415	    974
           6416	    976
           6417	    978
           6418	    976
           6419	    974
           6420	    972
           6421	    973
           6422	    975
           6423	    976
           6424	    977
           6425	    974
           6426	    973
           6427	    973
           6428	    973
           6429	    980
           6430	    975
           6431	    973
           6432	    974
           6433	    973
           6434	    977
           6435	    977
           6436	    975
           6437	    974
           6438	    974
           6439	    975
           6440	    977
           6441	    981
           6442	    981
           6443	    981
           6444	    982
           6445	    991
           6446	   1005
           6447	   1043
           6448	   1130
           6449	   1198
           6450	   1158
           6451	   1078
           6452	   1031
           6453	   1031
           6454	   1036
           6455	   1034
           6456	   1027
           6457	   1023
           6458	   1023
           6459	   1023
           6460	   1023
           6461	   1023
           6462	   1019
           6463	   1018
           6464	   1018
           6465	   1019
           6466	   1017
           6467	   1015
           6468	   1010
           6469	   1010
           6470	   1004
           6471	   1001
           6472	    992
           6473	    984
           6474	    976
           6475	    970
           6476	    964
           6477	    951
           6478	    934
           6479	    919
           6480	    907
           6481	    896
           6482	    886
           6483	    875
           6484	    865
           6485	    855
           6486	    847
           6487	    844
           6488	    845
           6489	    844
           6490	    845
           6491	    840
           6492	    840
           6493	    836
           6494	    840
           6495	    844
           6496	    844
           6497	    842
           6498	    847
           6499	    856
           6500	    864
           6501	    875
           6502	    884
           6503	    890
           6504	    895
           6505	    904
           6506	    918
           6507	    928
           6508	    935
           6509	    939
           6510	    941
           6511	    948
           6512	    954
           6513	    957
           6514	    959
           6515	    958
           6516	    958
           6517	    958
           6518	    965
           6519	    968
           6520	    970
           6521	    969
           6522	    968
           6523	    968
           6524	    970
           6525	    971
           6526	    971
           6527	    969
           6528	    966
           6529	    971
           6530	    974
           6531	    980
           6532	    981
           6533	    982
           6534	    980
           6535	    982
           6536	    985
           6537	    990
           6538	    992
           6539	    993
           6540	    993
           6541	    993
           6542	    995
           6543	    996
           6544	    998
           6545	    996
           6546	    996
           6547	    995
           6548	    996
           6549	   1000
           6550	   1001
           6551	    999
           6552	    998
           6553	   1000
           6554	   1002
           6555	   1003
           6556	   1004
           6557	   1003
           6558	   1003
           6559	   1002
           6560	   1006
           6561	   1008
           6562	   1007
           6563	   1005
           6564	   1004
           6565	   1007
           6566	   1009
           6567	   1009
           6568	   1012
           6569	   1008
           6570	   1009
           6571	   1008
           6572	   1010
           6573	   1014
           6574	   1013
           6575	   1013
           6576	   1010
           6577	   1013
           6578	   1015
           6579	   1015
           6580	   1016
           6581	   1015
           6582	   1013
           6583	   1014
           6584	   1016
           6585	   1018
           6586	   1019
           6587	   1016
           6588	   1015
           6589	   1015
           6590	   1019
           6591	   1022
           6592	   1023
           6593	   1022
           6594	   1018
           6595	   1021
           6596	   1021
           6597	   1022
           6598	   1023
           6599	   1024
           6600	   1022
           6601	   1022
           6602	   1024
           6603	   1027
           6604	   1024
           6605	   1023
           6606	   1020
           6607	   1022
           6608	   1021
           6609	   1022
           6610	   1023
           6611	   1020
           6612	   1017
           6613	   1016
           6614	   1017
           6615	   1017
           6616	   1015
           6617	   1013
           6618	   1008
           6619	   1009
           6620	   1007
           6621	   1006
           6622	   1003
           6623	   1001
           6624	    999
           6625	    998
           6626	    997
           6627	    999
           6628	    997
           6629	    995
           6630	    994
           6631	    992
           6632	    993
           6633	    993
           6634	    993
           6635	    991
           6636	    988
           6637	    988
           6638	    988
           6639	    989
           6640	    989
           6641	    986
           6642	    984
           6643	    985
           6644	    987
           6645	    987
           6646	    986
           6647	    986
           6648	    981
           6649	    984
           6650	    984
           6651	    986
           6652	    986
           6653	    982
           6654	    981
           6655	    982
           6656	    983
           6657	    985
           6658	    983
           6659	    980
           6660	    979
           6661	    980
           6662	    979
           6663	    981
           6664	    980
           6665	    978
           6666	    976
           6667	    977
           6668	    978
           6669	    977
           6670	    978
           6671	    974
           6672	    971
           6673	    973
           6674	    975
           6675	    975
           6676	    975
           6677	    973
           6678	    971
           6679	    972
           6680	    975
           6681	    974
           6682	    973
           6683	    971
           6684	    968
           6685	    972
           6686	    969
           6687	    973
           6688	    969
           6689	    969
           6690	    967
           6691	    965
           6692	    967
           6693	    968
           6694	    968
           6695	    964
           6696	    963
           6697	    964
           6698	    965
           6699	    966
           6700	    965
           6701	    965
           6702	    961
           6703	    961
           6704	    961
           6705	    964
           6706	    965
           6707	    963
           6708	    962
           6709	    962
           6710	    964
           6711	    965
           6712	    963
           6713	    961
           6714	    959
           6715	    960
           6716	    961
           6717	    963
           6718	    963
           6719	    962
           6720	    960
           6721	    961
           6722	    963
           6723	    966
           6724	    964
           6725	    964
           6726	    962
           6727	    963
           6728	    965
           6729	    966
           6730	    965
           6731	    965
           6732	    964
           6733	    965
           6734	    968
           6735	    969
           6736	    970
           6737	    971
           6738	    970
           6739	    982
           6740	    999
           6741	   1048
           6742	   1138
           6743	   1188
           6744	   1137
           6745	   1057
           6746	   1022
           6747	   1023
           6748	   1028
           6749	   1024
           6750	   1016
           6751	   1012
           6752	   1010
           6753	   1013
           6754	   1014
           6755	   1013
           6756	   1009
           6757	   1009
           6758	   1009
           6759	   1010
           6760	   1007
           6761	   1004
           6762	    998
           6763	    997
           6764	    994
           6765	    989
           6766	    982
           6767	    975
           6768	    964
           6769	    958
           6770	    948
           6771	    937
           6772	    917
           6773	    899
           6774	    885
           6775	    878
           6776	    869
           6777	    861
           6778	    848
           6779	    835
           6780	    827
           6781	    821
           6782	    821
           6783	    822
           6784	    819
           6785	    817
           6786	    813
           6787	    814
           6788	    816
           6789	    815
           6790	    819
           6791	    821
           6792	    825
           6793	    833
           6794	    842
           6795	    853
           6796	    867
           6797	    874
           6798	    880
           6799	    892
           6800	    903
           6801	    914
           6802	    923
           6803	    929
           6804	    930
           6805	    937
           6806	    942
           6807	    945
           6808	    947
           6809	    949
           6810	    949
           6811	    953
           6812	    958
           6813	    965
           6814	    967
           6815	    966
           6816	    966
           6817	    968
           6818	    970
           6819	    971
           6820	    973
           6821	    973
           6822	    974
           6823	    978
           6824	    981
           6825	    985
           6826	    988
           6827	    989
           6828	    991
           6829	    997
           6830	   1000
           6831	   1003
           6832	   1006
           6833	   1001
           6834	   1000
           6835	    999
           6836	    998
           6837	    999
           6838	   1000
           6839	    998
           6840	    995
           6841	    995
           6842	    998
           6843	    999
           6844	    998
           6845	    996
           6846	    994
           6847	    997
           6848	    998
           6849	   1001
           6850	   1000
           6851	    999
           6852	    997
           6853	   1002
           6854	   1001
           6855	   1004
           6856	   1004
           6857	   1002
           6858	   1000
           6859	   1004
           6860	   1005
           6861	   1008
           6862	   1007
           6863	   1007
           6864	   1004
           6865	   1007
           6866	   1010
           6867	   1012
           6868	   1014
           6869	   1010
           6870	   1009
           6871	   1010
           6872	   1012
           6873	   1013
           6874	   1016
           6875	   1017
           6876	   1015
           6877	   1015
           6878	   1019
           6879	   1019
           6880	   1019
           6881	   1018
           6882	   1015
           6883	   1018
           6884	   1021
           6885	   1024
           6886	   1021
           6887	   1022
           6888	   1019
           6889	   1020
           6890	   1023
           6891	   1022
           6892	   1020
           6893	   1019
           6894	   1014
           6895	   1017
           6896	   1018
           6897	   1018
           6898	   1016
           6899	   1013
           6900	   1010
           6901	   1008
           6902	   1007
           6903	   1012
           6904	   1009
           6905	   1008
           6906	   1003
           6907	   1003
           6908	   1001
           6909	   1003
           6910	    998
           6911	    995
           6912	    992
           6913	    995
           6914	    996
           6915	    994
           6916	    990
           6917	    988
           6918	    986
           6919	    985
           6920	    987
           6921	    986
           6922	    982
           6923	    979
           6924	    976
           6925	    977
           6926	    977
           6927	    979
           6928	    980
           6929	    978
           6930	    975
           6931	    974
           6932	    976
           6933	    977
           6934	    976
           6935	    975
           6936	    973
           6937	    972
           6938	    971
           6939	    973
           6940	    973
           6941	    973
           6942	    969
           6943	    969
           6944	    969
           6945	    972
           6946	    970
           6947	    968
           6948	    967
           6949	    966
           6950	    967
           6951	    969
           6952	    969
           6953	    969
           6954	    964
           6955	    967
           6956	    969
           6957	    966
           6958	    966
           6959	    967
           6960	    964
           6961	    966
           6962	    965
           6963	    967
           6964	    964
           6965	    959
           6966	    959
           6967	    960
           6968	    962
           6969	    966
           6970	    964
           6971	    964
           6972	    959
           6973	    959
           6974	    961
           6975	    961
           6976	    961
           6977	    960
           6978	    957
           6979	    955
           6980	    957
           6981	    957
           6982	    958
           6983	    955
           6984	    954
           6985	    954
           6986	    955
           6987	    955
           6988	    954
           6989	    954
           6990	    952
           6991	    950
           6992	    951
           6993	    953
           6994	    953
           6995	    951
           6996	    947
           6997	    949
           6998	    951
           6999	    952
           7000	    953
           7001	    947
           7002	    946
           7003	    947
           7004	    946
           7005	    949
           7006	    947
           7007	    946
           7008	    944
           7009	    947
           7010	    950
           7011	    952
           7012	    952
           7013	    949
           7014	    944
           7015	    943
           7016	    945
           7017	    948
           7018	    949
           7019	    950
           7020	    950
           7021	    951
           7022	    952
           7023	    948
